dialogue_id,speaker,turn,act_1,act_2,act_3
118_00006,USER,anything else for you?,REQUEST_ALTS,,
118_00006,SYSTEM,united airlines leaves at 4:15 am and returns 10:45 pm and is $77,OFFER,,
118_00006,USER,okay thank you,SELECT,GOODBYE,
118_00006,SYSTEM,Have a great day,GOODBYE,,
118_00007,USER,I need a rental car on the 10th of March,INFORM,INFORM_INTENT,
118_00007,SYSTEM,"Sure, from where and what time do you want it and till when?",REQUEST,,
118_00007,USER,"I need it till the 13th from Portland, OR and will pick it up around eleven in the morning",INFORM,,
118_00007,SYSTEM,I found 6 cars that might work including this Standard Accord for pickup on March 10th at PDX International Airport,OFFER,,
118_00007,USER,What else can I find?,REQUEST_ALTS,,
118_00007,SYSTEM,How about a standard Camry from Portland Bus Station on March 10th?,OFFER,,
118_00007,USER,How much will that cost me?,REQUEST,,
118_00007,SYSTEM,It'll cost you $72,INFORM,,
118_00007,USER,What is available from Friday next week?,INFORM,REQUEST_ALTS,
118_00007,SYSTEM,There are 3 cars including a Standard Cruze available on March 8th at PDX International Airport,OFFER,,
118_00007,USER,What's that gonna cost?,REQUEST,,
118_00007,SYSTEM,It'll be $175,INFORM,,
118_00007,USER,That sounds great,SELECT,,
118_00007,SYSTEM,Do you want to reserve it?,OFFER_INTENT,,
118_00007,USER,No not right now. Can you find me a bus though? For 4 people leaving Seattle on the 2nd of this month,NEGATE_INTENT,,
118_00007,SYSTEM,I found 10 buses for you. How about a 0 transfer bus that leaves at 6:10 am and costs $31,OFFER,,
118_00007,USER,"That's cool, can I fly with United Airlines?",INFORM,INFORM_INTENT,
118_00007,SYSTEM,Do you want to leave on March 8th,REQUEST,,
118_00007,USER,Actually on the 5th,INFORM,,
118_00007,SYSTEM,And you're returning on March 13th?,REQUEST,,
118_00007,USER,Can you find me a premium economy class ticket where I'll return on the 14th of this month?,INFORM,,
118_00007,SYSTEM,Is United Airlines OK with you? There's a 4:15 am flight with a return flight at 10:45 pm that'll cost you $112,OFFER,,
118_00007,USER,OK that's fine,SELECT,,
118_00007,SYSTEM,Can I do something else?,REQ_MORE,,
118_00007,USER,No not right now,NEGATE,THANK_YOU,
118_00007,SYSTEM,"OK, great, let me know!",GOODBYE,,
118_00008,USER,I would like to find a car rental.,INFORM_INTENT,,
118_00008,SYSTEM,What date do you need the car and at what time?,REQUEST,,
118_00008,USER,I need the car from the 8th till March 13th and would pick up the car around 17:00.,INFORM,,
118_00008,SYSTEM,Where do you want to pick the car from?,REQUEST,,
118_00008,USER,I would like to pick the car in Portland.,INFORM,,
118_00008,SYSTEM,There are 6 options. There is a Standard Accord available at PDX International Airport on March 8th.,OFFER,,
118_00008,USER,That car sounds good.,SELECT,,
118_00008,SYSTEM,Do you want to reserve this car?,OFFER_INTENT,,
118_00008,USER,"No, I just needed the information.",NEGATE_INTENT,,
118_00008,SYSTEM,Can I help with something else?,REQ_MORE,,
118_00008,USER,I would like a bus to get there from Vancouver. I would like to leave on the 7th.,INFORM,,INFORM_INTENT
118_00008,SYSTEM,There are 8 buses. There is one leaving at 9:20 am and has 0 transfers for $36.,OFFER,,
118_00008,USER,Which bus station am I leaving from and reaching?,REQUEST,,
118_00008,SYSTEM,It's leaving the Pacific Central Station and reaching the Portland Bus Station.,INFORM,,
118_00008,USER,That bus trip sounds good.,SELECT,,
118_00008,SYSTEM,Would you like to purchase a ticket?,OFFER_INTENT,,
118_00008,USER,"No, I would like to find a flight to get there.",INFORM_INTENT,,
118_00008,SYSTEM,Are you leaving on March 7th and returning on March 13th?,REQUEST,,
118_00008,USER,I would like to leave today and return on the 14th of March.,INFORM,,
118_00008,SYSTEM,There is a flight with United Airlines that leaves at 6:05 pm and returns at 10:35 am for $245.,OFFER,,
118_00008,USER,"Ok, thank you for the information.",SELECT,,
118_00008,SYSTEM,Can I help with anything else?,REQ_MORE,,
118_00008,USER,That is all for now.,NEGATE,THANK_YOU,
118_00008,SYSTEM,Have a good day.,GOODBYE,,
118_00009,USER,I would like to find a standard rental car that I can pick up on thursday next week around half past 9 in the morning.,INFORM,,
118_00009,SYSTEM,When you be returning the car where will you pick it up from?,REQUEST,,
118_00009,USER,I would like a compact car available to pick up from Philadelphia and return on Friday next week.,INFORM,,
118_00009,SYSTEM,There is a nice compact Cooper available on March 7th at Intercity Terminal.,OFFER,,
118_00009,USER,That one works.,SELECT,,
118_00009,SYSTEM,Would you like to reserve this car?,OFFER_INTENT,,
118_00009,USER,Not at this time. Will you search for a bus going there?,NEGATE_INTENT,,
118_00009,SYSTEM,Are you still planning to leave March 7th and where from?,REQUEST,,
118_00009,USER,"I will be leaving on the 5th from Washington,",INFORM,,
118_00009,SYSTEM,There are 8 available buses. One with 0 transfers departs at 7:10 am and will cost $29.,OFFER,,
118_00009,USER,What other buses are available for a departure date on the 4th of March?,INFORM,REQUEST_ALTS,
118_00009,SYSTEM,There are 7 available buses. One with 0 transfers departs at 7:50 am and will cost $32.,OFFER,,
118_00009,USER,That one works.,SELECT,,
118_00009,SYSTEM,Would you like to purchase tickets for this bus?,OFFER_INTENT,,
118_00009,USER,"No, not at this time. Please dearch for a round trip economy tickets on American Airlines returning Friday next week.",INFORM,,
118_00009,SYSTEM,Will you be leaving March 7th?,REQUEST,,
118_00009,USER,I would like to leave March 1st on United Airlines.,INFORM,,
118_00009,SYSTEM,There is 1 flight on United Airlines that departs at 8:40 pm and returns at 4:45 am with a ticket price of $191.,OFFER,,
118_00009,USER,"Okay, thank you.",SELECT,,
118_00009,SYSTEM,Is there something else I can assist you with today?,REQ_MORE,,
118_00009,USER,"No, thank you for your assistance.",NEGATE,THANK_YOU,
118_00009,SYSTEM,Enjoy your day!,GOODBYE,,
118_00010,USER,"I need a rental car until the 7th of this month. I'd like to pick it up at 2 o""clock in the afternoon.",INFORM,,INFORM_INTENT
118_00010,SYSTEM,What day do you want to start your rental?,REQUEST,,
118_00010,USER,I need it on the 4th of this month.,INFORM,,
118_00010,SYSTEM,Where would you like to pick the car up?,REQUEST,,
118_00010,USER,I'll be in Washington.,INFORM,,
118_00010,SYSTEM,I have 4 cars for review. There's a Honda Accord available at Union Station on March 4th. That's a standard car.,OFFER,,
118_00010,USER,What's the total for that one?,REQUEST,,
118_00010,SYSTEM,Your reservation will be $102 altogether.,INFORM,,
118_00010,USER,That sounds good.,SELECT,,
118_00010,SYSTEM,Do you want to reserve it now?,OFFER_INTENT,,
118_00010,USER,"No, not now.",NEGATE_INTENT,,
118_00010,SYSTEM,Is there anything else I can do for you?,REQ_MORE,,
118_00010,USER,What's available for a bus going there? I'll be leaving from NY. I need arrangements for 2 people.,INFORM,,INFORM_INTENT
118_00010,SYSTEM,When do you want to leave?,REQUEST,,
118_00010,USER,We will be leaving this Sunday.,INFORM,,
118_00010,SYSTEM,I have a bus leaving at 6 am for $36. That's an economy ticket.,OFFER,,
118_00010,USER,What else is available?,REQUEST_ALTS,,
118_00010,SYSTEM,I have another one leaving at 9:40 am. The economy ticket costs $38.,OFFER,,
118_00010,USER,What bus station does that leave from? What station does it arrive at?,REQUEST,,
118_00010,SYSTEM,The bus leaves from Union Station and arrives at Port Authority Station.,INFORM,,
118_00010,USER,Okay. What about a round trip flight to get there?,SELECT,,
118_00010,SYSTEM,Will you be leaving March 4th and returning March 7th?,REQUEST,,
118_00010,USER,I want to leave on the 1st and return on the 13th of March.,INFORM,,
118_00010,SYSTEM,I have 2 flights for you. American Airlines has a flight leaving at 10:55 am for $92. How about that one? The return flight leaves at 6:05 am.,OFFER,,
118_00010,USER,"Okay, that's fine.",SELECT,,
118_00010,SYSTEM,Is there anything else I can do for you?,REQ_MORE,,
118_00010,USER,"No, that's all. Thanks.",NEGATE,THANK_YOU,
118_00010,SYSTEM,Have a great day.,GOODBYE,,
118_00011,USER,I want a rental car.,INFORM_INTENT,,
118_00011,SYSTEM,"At what time, location, and until what date do you want the car?",REQUEST,,
118_00011,USER,"I want the car until March 13th in Phoenix, AZ, and I'll pick it up at 10:30 in the morning.",INFORM,,
118_00011,SYSTEM,When do you want it from?,REQUEST,,
118_00011,USER,I want it in Philadelphia on the 6th of this month.,INFORM,,
118_00011,SYSTEM,I have 2 cars that fit your needs. There's a Standard Toyota Corolla available at Intercity Terminal on March 6th.,OFFER,,
118_00011,USER,Is there a bus going there?,INFORM_INTENT,,
118_00011,SYSTEM,When are you leaving?,REQUEST,,
118_00011,USER,I'm leaving on March 5th from New York City.,INFORM,,
118_00011,SYSTEM,I found 7 buses. There's a $21 economy ticket on a bus leaving at 7:40 am.,OFFER,,
118_00011,USER,Are there any other buses?,REQUEST_ALTS,,
118_00011,SYSTEM,There's a $23 economy ticket on a bus leaving at 8 am.,OFFER,,
118_00011,USER,I want economy tickets on other buses please.,INFORM,REQUEST_ALTS,
118_00011,SYSTEM,I found 5 buses. There's a $22 economy ticket on a bus leaving at 11:30 am.,OFFER,,
118_00011,USER,"That's good, are there any roundtrip flights going there for 1 person?",SELECT,,
118_00011,SYSTEM,Are you leaving on March 6th and returning on March 13th?,REQUEST,,
118_00011,USER,"Yes, I am. I want to start traveling on the 2nd of March.",INFORM,AFFIRM,
118_00011,SYSTEM,"Do you want a $63 American Airlines flight leaving at 3:45 pm, with the return flight taking off at 4:45 pm?",OFFER,,
118_00011,USER,How many stops does the flight have?,REQUEST,,
118_00011,SYSTEM,0.,INFORM,,
118_00011,USER,Are there any other flights? Preferably premium economy with United Airlines.,INFORM,,REQUEST_ALTS
118_00011,SYSTEM,"Do you want a $102 United Airlines flight leaving at 10:05 am, with the return flight taking off at 12:55 pm?",OFFER,,
118_00011,USER,"How many stops does the flight have, and what's the departure airport?",REQUEST,,
118_00011,SYSTEM,It has 0 stops and leaves from JFK International airport.,INFORM,,
118_00011,USER,Cool.,SELECT,,
118_00011,SYSTEM,Do you need help with anything else?,REQ_MORE,,
118_00011,USER,"Nope, thanks.",NEGATE,THANK_YOU,
118_00011,SYSTEM,Have a nice day.,GOODBYE,,
118_00012,USER,I'd like to find a rental car.,INFORM_INTENT,,
118_00012,SYSTEM,When are you needing it?,REQUEST,,
118_00012,USER,"I'd like to pick it up at 12 o""clock in the afternoon.",INFORM,,
118_00012,SYSTEM,How long do you need it? When do you want to pick it up? And where do you want to get it from?,REQUEST,,
118_00012,USER,I need it until the 14th of this month and will pick it up in Vancouver on March 10th.,INFORM,,
118_00012,SYSTEM,There's a nice Honda Accord available on March 10th at YVR International Airport. It's a Standard car.,OFFER,,
118_00012,USER,How much does it cost?,REQUEST,,
118_00012,SYSTEM,It costs $144.,INFORM,,
118_00012,USER,That sounds fine. Could you find me a bus going there? I'd like Flexible tickets.,INFORM,INFORM_INTENT,
118_00012,SYSTEM,Where are you wanting to leave from? And when will you be leaving?,REQUEST,,
118_00012,USER,"I'd like to leave from Seattle, WA on Monday next week.",INFORM,,
118_00012,SYSTEM,I have found 9 buses that might work. How does a bus leaving at 6:40 am sound? It costs $46 for a Flexible ticket.,OFFER,,
118_00012,USER,Are there any other options? I need four tickets.,INFORM,REQUEST_ALTS,
118_00012,SYSTEM,There's a bus leaving at 7:40 am that costs $44 for a Flexible ticket.,OFFER,,
118_00012,USER,That will be great.,SELECT,,
118_00012,SYSTEM,Would you like to buy tickets for this bus?,OFFER_INTENT,,
118_00012,USER,"No, I don't want to buy them now.",NEGATE_INTENT,,
118_00012,SYSTEM,Is there anything else?,REQ_MORE,,
118_00012,USER,I'd like to buy a round trip flight to get there.,INFORM_INTENT,,
118_00012,SYSTEM,"Would you want to leave on March 4th, March 10th, or another day?",REQUEST,,
118_00012,USER,I'd like to leave this Saturday.,INFORM,,
118_00012,SYSTEM,Are you coming back on March 14th?,REQUEST,,
118_00012,USER,"Yes, that will work for me.",AFFIRM,,
118_00012,SYSTEM,I have found 2 flights that might work. How does a Delta Airlines flight that leaves at 8:45 am and returns at 3:20 am sound? It costs $301.,OFFER,,
118_00012,USER,When will it arrive?,REQUEST,,
118_00012,SYSTEM,The flight will arrive at 7:49 pm.,INFORM,,
118_00012,USER,"Okay, that'll work.",SELECT,,
118_00012,SYSTEM,Is there anything else?,REQ_MORE,,
118_00012,USER,"No, thanks for everything.",NEGATE,THANK_YOU,
118_00012,SYSTEM,Have a great day!,GOODBYE,,
118_00013,USER,Could you help me find a rental car?,INFORM_INTENT,,
118_00013,SYSTEM,"Please let me know what day and time you'd like to have the car, and how long you intend to keep it.",REQUEST,,
118_00013,USER,"I'd like to pick up the car this Sunday at evening 4:30, and keep it until next Tuesday.",INFORM,,
118_00013,SYSTEM,What's your preferred pick-up location.,REQUEST,,
118_00013,USER,I'd like it to be in Vancouver.,INFORM,,
118_00013,SYSTEM,"There's a nice, Standard Chevrolet Cruze, available for pickup from Pacific Central Station on March 3rd.",OFFER,,
118_00013,USER,How much will it cost in total?,REQUEST,,
118_00013,SYSTEM,The total cost of your reservation is $66.,INFORM,,
118_00013,USER,"Could you give me more suggestions, preferably for intermediate cars?",INFORM,REQUEST_ALTS,
118_00013,SYSTEM,"Sure, no problem. How does the nice, Standard Honda Accord, available for pickup from YVR International Airport on March 3rd sound?",OFFER,,
118_00013,USER,That works for me. Could you also find a bus going there?,INFORM_INTENT,,
118_00013,SYSTEM,When would you like to head out?,REQUEST,,
118_00013,USER,I wish to leave on the 1st.,INFORM,,
118_00013,SYSTEM,What's your origin city?,REQUEST,,
118_00013,USER,My origin city is Seattle.,INFORM,,
118_00013,SYSTEM,"Among the 9 buses I found is the 6:40 am bus, at a price of $27 for an Economy ticket.",OFFER,,
118_00013,USER,Please find out whether other buses are available.,REQUEST_ALTS,,
118_00013,SYSTEM,"There's a bus leaving at 7:40 am bus, at a price of $27 for an Economy ticket.",OFFER,,
118_00013,USER,Please tell me the origin and destination stations.,REQUEST,,
118_00013,SYSTEM,The bus leaves from King Street Station and arrives at Pacific Central Station.,INFORM,,
118_00013,USER,I like the sound of that.,SELECT,,
118_00013,SYSTEM,Should I go ahead and reserve tickets on this bus?,OFFER_INTENT,,
118_00013,USER,"No, I'm not interested in reserving tickets right now.",NEGATE_INTENT,,
118_00013,SYSTEM,Would you like my help with anything else?,REQ_MORE,,
118_00013,USER,"Yes, please find me 2 round-trip tickets on a United Airlines flight returning on the 7th of this month.",INFORM,,
118_00013,SYSTEM,"Please tell me when you'd like to leave. You can say March 3rd, or March 1st, or another day.",REQUEST,,
118_00013,USER,I'd like to leave on the 1st.,INFORM,,
118_00013,SYSTEM,"The 1 I found is on United Airlines, with a 12:30 pm outbound flight and a 6:05 pm return flight, at $272 per ticket.",OFFER,,
118_00013,USER,"All right, thank you. That will be all.",SELECT,GOODBYE,
118_00013,SYSTEM,Have a great day!,GOODBYE,,
118_00014,USER,My necessity at the moment is to rent a car until the 7th of march,INFORM,INFORM_INTENT,
118_00014,SYSTEM,When exactly do you need it from?,REQUEST,,
118_00014,USER,I need it on the 3rd around 15:00,INFORM,,
