dialogue_id,speaker,turn,act_1,act_2,act_3
103_00003,SYSTEM,Their phone number is 212-639-9675 however they require an entrance fee.,INFORM,,
103_00003,USER,That is fine. When is my schedule empty that day?,INFORM_INTENT,,
103_00003,SYSTEM,Which date should I search for?,REQUEST,,
103_00003,USER,Please check the 14th of this month.,INFORM,,
103_00003,SYSTEM,You do not have anything scheduled on March 14th from 9 am until 3:30 pm.,OFFER,,
103_00003,USER,That sounds great! Please get a cab for me. Just for one and a shared ride would be fine.,SELECT,,
103_00003,SYSTEM,Please let me know if I got anything incorrect: A shared ride for 1 people to Astoria Park.,CONFIRM,,
103_00003,USER,That is correct! How much and how log will the ride take?,REQUEST,,AFFIRM
103_00003,SYSTEM,I just booked a cab and it's already on its way. The ride will take 13 minutes and will cost you $9.90.,INFORM,,NOTIFY_SUCCESS
103_00003,USER,Thank you so much for your help today!,THANK_YOU,,
103_00003,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
103_00003,USER,Thank you so much for your help today! That is everything I need.,NEGATE,THANK_YOU,
103_00003,SYSTEM,Enjoy your day!,GOODBYE,,
103_00004,USER,I'm in the mood to look up some stuff to do. What can you recommend?,INFORM_INTENT,,
103_00004,SYSTEM,I think that's a great idea. Where should I search for events?,REQUEST,,
103_00004,USER,"How about Portland, OR.",INFORM,,
103_00004,SYSTEM,"Ok, There is a Park, Crystal Springs Rhododendron Garden that I would like to suggest.",OFFER,,
103_00004,USER,Find out what my free time is on that day please.,INFORM_INTENT,,
103_00004,SYSTEM,"Sure, which date am I checking for you?",REQUEST,,
103_00004,USER,Check up on the 7th of March.,INFORM,,
103_00004,SYSTEM,I'm showing some free time from 12:30 pm until 8:30 pm on March 7th.,OFFER,,
103_00004,USER,"wow, did not realize I had that much free time. This will work great.",SELECT,,
103_00004,SYSTEM,Would you like to update your calendar at this time?,OFFER_INTENT,,
103_00004,USER,"No, not right now.",NEGATE_INTENT,,
103_00004,SYSTEM,"Ok, I understand. Can i assist you with anything else?",REQ_MORE,,
103_00004,USER,"I am going to need a way there. I'm cool with shared rides, can you help me book.",INFORM,INFORM_INTENT,
103_00004,SYSTEM,"Sure, how many people are we reserving for?",REQUEST,,
103_00004,USER,just 1 for now.,INFORM,,
103_00004,SYSTEM,"Alright, please confirm 1 shared ride reservation to Crystal Springs Rhododendron Garden. Is this right?",CONFIRM,,
103_00004,USER,"Yeah, you got it.",AFFIRM,,
103_00004,SYSTEM,"Great, I was able to confirm your ride and it's in route now.",NOTIFY_SUCCESS,,
103_00004,USER,"Perfect, thank you.",THANK_YOU,,
103_00004,SYSTEM,your welcome. Can I help with anything else?,REQ_MORE,,
103_00004,USER,"Nope, Good bye.",NEGATE,THANK_YOU,
103_00004,SYSTEM,"Alright, Good bye.",GOODBYE,,
103_00005,USER,"Will you find attractions in Sydney, Australia?",INFORM,INFORM_INTENT,
103_00005,SYSTEM,ANZ Stadium is a Sports Venue.,OFFER,,
103_00005,USER,Their number? Free entry?,REQUEST,,
103_00005,SYSTEM,"2 8765 2000. No, entry isn't free.",INFORM,,
103_00005,USER,Nice. Will you find attractions in London?,INFORM,REQUEST_ALTS,
103_00005,SYSTEM,30 St Mary Axe (The Gherkin) is a Historical Landmark.,OFFER,,
103_00005,USER,Cool. Am I available that day?,INFORM_INTENT,,
103_00005,SYSTEM,Which date?,REQUEST,,
103_00005,USER,13th of March.,INFORM,,
103_00005,SYSTEM,You're available from 9:30 pm to 11 pm on March 13th.,OFFER,,
103_00005,USER,Cool. Will you find a cab to go there?,SELECT,,
103_00005,SYSTEM,How many people?,REQUEST,,
103_00005,USER,A shared ride for one.,INFORM,,
103_00005,SYSTEM,Please confirm a shared ride for 1 to 30 St Mary Axe (The Gherkin).,CONFIRM,,
103_00005,USER,That's fine. Duration and cost of the ride?,REQUEST,,AFFIRM
103_00005,SYSTEM,Duration of the ride is around 22 minutes and costs $9.93. I've made the reservation.,INFORM,,NOTIFY_SUCCESS
103_00005,USER,Thanks.,THANK_YOU,,
103_00005,SYSTEM,Anything else?,REQ_MORE,,
103_00005,USER,That's all.,NEGATE,THANK_YOU,
103_00005,SYSTEM,Have a fantastic day.,GOODBYE,,
103_00006,USER,I'd like some interesting london attractions,INFORM,INFORM_INTENT,
103_00006,SYSTEM,How about the historical landmark 30 st mary axe (the gherkin),OFFER,,
103_00006,USER,Please provide me with their number,REQUEST,,
103_00006,SYSTEM,20 7071 5029,INFORM,,
103_00006,USER,Thanks,SELECT,,
103_00006,SYSTEM,Is there anything else you'd like?,REQ_MORE,,
103_00006,USER,"Yes, tell me what time I'm free on the 6th of this month.",INFORM,INFORM_INTENT,
103_00006,SYSTEM,You're free from 3:30 pm to 11 pm on march 6th,OFFER,,
103_00006,USER,Awesome.,SELECT,,
103_00006,SYSTEM,Shall I add this event to your calendar?,OFFER_INTENT,,
103_00006,USER,No,NEGATE_INTENT,,
103_00006,SYSTEM,Would you like anything else?,REQ_MORE,,
103_00006,USER,"Yes, book me a cab to get to this event",INFORM_INTENT,,
103_00006,SYSTEM,"Is a shared ride ok, and for how many people?",REQUEST,,
103_00006,USER,two,INFORM,,
103_00006,SYSTEM,Are you ok with a shared ride?,REQUEST,,
103_00006,USER,"Make it for 1 person and yes, I'm ok with a shared ride.",INFORM,,
103_00006,SYSTEM,Please confirm: 1 shared ride to go to 30 st mary axe (the gherkin),CONFIRM,,
103_00006,USER,"Perfect, how much is it and how long is the ride?",REQUEST,,AFFIRM
103_00006,SYSTEM,Your ride is complete. The total is $9.93 and it will be 22 minutes long,INFORM,,NOTIFY_SUCCESS
103_00006,USER,Thanks!,THANK_YOU,,
103_00006,SYSTEM,Can I help you with anything else?,REQ_MORE,,
103_00006,USER,"Nope, I'm all set. Thanks",NEGATE,THANK_YOU,
103_00006,SYSTEM,Enjoy your day,GOODBYE,,
103_00007,USER,Could you tell me several attractions to go to? I'm searching for a museum in London.,INFORM,,INFORM_INTENT
103_00007,SYSTEM,There are 10 attractions that may ineterest you. I recommend going to a museum called Apsley House.,OFFER,,INFORM_COUNT
103_00007,USER,Can you tell me their contact number? Is the museum free?,REQUEST,,
103_00007,SYSTEM,"Yes, the museum is free, and their contact number is 1793 414926.",INFORM,,
103_00007,USER,"Alright, that sounds wonderful.",SELECT,,
103_00007,SYSTEM,Do you have something else I can help with?,REQ_MORE,,
103_00007,USER,What tie and I free on that date?,INFORM_INTENT,,
103_00007,SYSTEM,What day do you wish to know?,REQUEST,,
103_00007,USER,The day is next Tuesday.,INFORM,,
103_00007,SYSTEM,You have a free spot on March 5th that begins at 2:45 pm and ends at 4:30 pm.,OFFER,,
103_00007,USER,That sounds wonderful; I'd like to get a taxi to go there.,SELECT,,
103_00007,SYSTEM,Do you wish to share a ride?,REQUEST,,
103_00007,USER,I am alright with sharing rides.,INFORM,,
103_00007,SYSTEM,How many passengers will the taxi have?,REQUEST,,
103_00007,USER,the ride is for 2 people.,INFORM,,
103_00007,SYSTEM,Please verify the following information: you'd like to share a ride for 2 people to go to Apsley House.,CONFIRM,,
103_00007,USER,"Alright, that's fine. What is the ride's duration, and what is its price?",REQUEST,,AFFIRM
103_00007,SYSTEM,"Your taxi is reserved, and the tax is coming. The ride price is $13.86, and will go on for 14 minutes.",INFORM,,NOTIFY_SUCCESS
103_00007,USER,Thank you for your assistance.,THANK_YOU,,
103_00007,SYSTEM,Do you require assistance with something else?,REQ_MORE,,
103_00007,USER,"No, thank you for your assistance.",NEGATE,THANK_YOU,
103_00007,SYSTEM,Have a pleasant afternoon.,GOODBYE,,
103_00008,USER,My Aunt is coming to visit and I need help finding some kind of attraction to take her to while she is here.,INFORM_INTENT,,
103_00008,SYSTEM,What is the location you would like me to find attractions in?,REQUEST,,
103_00008,USER,She is bringing her kids so I need to find attractions that are child-friendly in London.,INFORM,,
103_00008,SYSTEM,The first of 10 attractions I was able to find that match that description is a historical landmark located at 30 St Mary Axe (The Gherkin).,OFFER,,INFORM_COUNT
103_00008,USER,Can you tell me if this attraction is free or if it has an entrance fee?,REQUEST,,
103_00008,SYSTEM,There is no fee to get into this attraction.,INFORM,,
103_00008,USER,"Great, what else do you have?",REQUEST_ALTS,,
103_00008,SYSTEM,There is also a performing arts venue called Alexandra Palace you may enjoy.,OFFER,,
103_00008,USER,That should be enough options. Can you tell me what my schedule looks like?,INFORM_INTENT,,
103_00008,SYSTEM,"Sure, what date or days do you want me to look at for you?",REQUEST,,
103_00008,USER,She gets in this weekend and will probably want to rest for a bit first so let's start with next Monday.,INFORM,,
103_00008,SYSTEM,You have 1 opening with a decent amount of time on March 4th from 9 am to 2:30 pm.,OFFER,,
103_00008,USER,"Great, that sounds like it will work out perfect.",SELECT,,
103_00008,SYSTEM,Is there anything else I can assist you with at the moment?,REQ_MORE,,
103_00008,USER,She's going to drive separate so I will need a shared ride there for one.,INFORM,,INFORM_INTENT
103_00008,SYSTEM,"Let's make sure everything is in order before I confirm your ride. You would like transportation for 1 going to Alexandra Palace, correct?",CONFIRM,,
103_00008,USER,"Yes, that is correct and can you give me an estimated cost too?",REQUEST,AFFIRM,
103_00008,SYSTEM,I was able to book your ride and it should cost you $15.86.,INFORM,NOTIFY_SUCCESS,
103_00008,USER,"Great, thanks for the help. That is all I need at this time.",THANK_YOU,GOODBYE,
103_00008,SYSTEM,Have a wonderful day!,GOODBYE,,
103_00009,USER,Recommend to me some attractions I can go to?,INFORM_INTENT,,
103_00009,SYSTEM,Where are you going to be?,REQUEST,,
103_00009,USER,"I'll be in London, so attractions that are there?",INFORM,,
103_00009,SYSTEM,You can go to 30 St Mary Axe (The Gherkin). It's a Historical Landmark.,OFFER,,
103_00009,USER,Is this place good for kids.,REQUEST,,
103_00009,SYSTEM,"Yeah, kids will have a good time there.",INFORM,,
103_00009,USER,"Nice, what else do you recommend?",REQUEST_ALTS,,
103_00009,SYSTEM,"You can go to Alexandra Palace, it's a Performing Arts Venue.",OFFER,,
103_00009,USER,Can you tell me their phone number? And is this place also good for kids?,REQUEST,,
103_00009,SYSTEM,You can reach them at 20 8365 2121. And this place is also good for kids.,INFORM,,
103_00009,USER,"Okay, do you anything else to recommend?",REQUEST_ALTS,,
103_00009,SYSTEM,You can go to Alexandra Palace Ice Rink. It's a Sports Venue.,OFFER,,
103_00009,USER,"Okay, that sounds nice. What's my free time like on that day?",INFORM_INTENT,,
103_00009,SYSTEM,What day do you want to know about?,REQUEST,,
103_00009,USER,I want to know about the 3rd of March.,INFORM,,
103_00009,SYSTEM,On the March 3rd you are free from 10:15 am to 12:30 pm.,OFFER,,
103_00009,USER,"Okay, that works. I'll need a cab for two passengers to go there.",SELECT,,
103_00009,SYSTEM,Would you like a shared cab?,REQUEST,,
103_00009,USER,"Yeah, that's fine.",INFORM,,
103_00009,SYSTEM,"I'll get you a shared cab for 2 passengers to Alexandra Palace Ice Rink, is that correct?",CONFIRM,,
103_00009,USER,"Yeah, please get the cab.",AFFIRM,,
103_00009,SYSTEM,I've booked the cab and it's on route.,NOTIFY_SUCCESS,,
103_00009,USER,"Thanks for the help, that's all for now.",THANK_YOU,GOODBYE,
103_00009,SYSTEM,Have a fun trip and take care!,GOODBYE,,
103_00010,USER,I want to find some good attractions please.,INFORM_INTENT,,
103_00010,SYSTEM,In what city?,REQUEST,,
103_00010,USER,Look in Vancouver please.,INFORM,,
103_00010,SYSTEM,There are 10 attractions I've found. How about the park Bloedel Conservatory?,OFFER,,INFORM_COUNT
103_00010,USER,Thanks. When am I free then?,INFORM_INTENT,,
103_00010,SYSTEM,On what date?,REQUEST,,
103_00010,USER,On the 6th.,INFORM,,
103_00010,SYSTEM,You're free from 6 am until 5:30 pm on March 6th.,OFFER,,
103_00010,USER,Great. I also need a cab please and a shared ride is fine.,SELECT,,
103_00010,SYSTEM,For how many passengers?,REQUEST,,
103_00010,USER,It's for 3.,INFORM,,
103_00010,SYSTEM,Confirming a shared ride for 3 to Bloedel Conservatory.,CONFIRM,,
103_00010,USER,"No, make that one person please.",INFORM,NEGATE,
103_00010,SYSTEM,"Confirming a cab for 1 person, a shared ride.",CONFIRM,,
103_00010,USER,"That works, yes.",AFFIRM,,
103_00010,SYSTEM,The ride is all set and the can has been sent.,NOTIFY_SUCCESS,,
103_00010,USER,Thank you very much.,THANK_YOU,,
103_00010,SYSTEM,May I help you with anything else?,REQ_MORE,,
103_00010,USER,"No, thank you.",NEGATE,THANK_YOU,
103_00010,SYSTEM,Thank you very much.,GOODBYE,,
103_00011,USER,Can you show me some attractions to visit in DC? I'd like something that is child-friendly and has no entry fee.,INFORM,,
103_00011,SYSTEM,There is a nice Nature Preserve at 56 Signers of the Declaration of Independence Memorial.,OFFER,,
103_00011,USER,Do you have their phone number?,REQUEST,,
103_00011,SYSTEM,Their phone number is 202-426-6841.,INFORM,,
103_00011,USER,Thanks. When am I free on that day?,INFORM_INTENT,,
103_00011,SYSTEM,Which date are you referring to?,REQUEST,,
103_00011,USER,Please check March 8th.,INFORM,,
103_00011,SYSTEM,On March 8th you have an empty slot at beginning 7 am and ending at 5 pm.,OFFER,,
103_00011,USER,Great. Can you get me a cab to go there?,SELECT,,
103_00011,SYSTEM,Yes. How many people is the cab for and is a shared ride ok?,REQUEST,,
103_00011,USER,A shared ride is ok and just 1 person.,INFORM,,
103_00011,SYSTEM,To confirm: You need a cab to 56 Signers of the Declaration of Independence Memorial for 1 person. Correct?,CONFIRM,,
103_00011,USER,"NO, change it to 2 people.",INFORM,NEGATE,
103_00011,SYSTEM,To confirm: You need a cab to 56 Signers of the Declaration of Independence Memorial for 2 people. Correct?,CONFIRM,,
103_00011,USER,Yes that is correct,AFFIRM,,
103_00011,SYSTEM,Your cab is on the way.,NOTIFY_SUCCESS,,
103_00011,USER,Thanks for your help,THANK_YOU,,
103_00011,SYSTEM,Is there anything else?,REQ_MORE,,
103_00011,USER,No that will be all,NEGATE,THANK_YOU,
103_00011,SYSTEM,Have a nice day,GOODBYE,,
103_00012,USER,I want to search for some attractive places to visit and I need your help to find the suitable one.,INFORM_INTENT,,
103_00012,SYSTEM,"In which City, you want to search for the attractions?",REQUEST,,
103_00012,USER,Search it in Washington D.C.,INFORM,,
103_00012,SYSTEM,What about your opinion on nature preserve? I found the one at 56 Signers of the declaration of Independence Memorial. Do you like this place?,OFFER,,
103_00012,USER,Can you check it for kids safety at this place?,REQUEST,,
103_00012,SYSTEM,"Yes, this is very safe place for the kids and they will also definitely enjoy this place.",INFORM,,
103_00012,USER,That is nice. Anything else you have in your list?,REQUEST_ALTS,,
103_00012,SYSTEM,"Yes, Do you want to visit a place of Worship like the one at Cathedral of St. Matthew the Apostle.",OFFER,,
103_00012,USER,That is great. Please check my availability on that date.,INFORM_INTENT,,
103_00012,SYSTEM,For which date you want me to check your free time?,REQUEST,,
103_00012,USER,Check it on 1st of March.,INFORM,,
103_00012,SYSTEM,You have your free time available from 6 pm to 10 pm on March 1st.,OFFER,,
103_00012,USER,Okay. Can I get a Cab to go there? I need it for 1 person.,SELECT,,
103_00012,SYSTEM,Shall I book the cab with shared ride? Is that convenient to you?,REQUEST,,
103_00012,USER,"Yes, I can adjust with Shared ride.",INFORM,,
103_00012,SYSTEM,Please confirm to book a Cab with shared ride for 1 person to Cathedral of St. Matthew the Apostle.,CONFIRM,,
103_00012,USER,That is confirmed to proceed.,AFFIRM,,
103_00012,SYSTEM,I have successfully booked the cab for you and the same will reach you at any time.,NOTIFY_SUCCESS,,
103_00012,USER,Thanks for this help and that's all I want.,THANK_YOU,GOODBYE,
103_00012,SYSTEM,Have a nice day.,GOODBYE,,
103_00013,USER,Find me some attractions to see.,INFORM_INTENT,,
103_00013,SYSTEM,What city do you prefer?,REQUEST,,
103_00013,USER,I want to look in Sydney.,INFORM,,
103_00013,SYSTEM,Search revealed 10 results. Do you like the ANZ Stadium. It is under the Sports Venue category.,OFFER,,INFORM_COUNT
103_00013,USER,Can you find attractions in Toronto?,INFORM,REQUEST_ALTS,
103_00013,SYSTEM,Search revealed 10 results. You need to see the 3D Toronto sign and it is a Tourist Attraction.,OFFER,,INFORM_COUNT
103_00013,USER,Would kids like it and how can I contact them?,REQUEST,,
103_00013,SYSTEM,Kids love it and you can get in touch with them at 416-392-2489.,INFORM,,
103_00013,USER,That is good. Check my schedule to see what free time I have that day.,INFORM_INTENT,,
103_00013,SYSTEM,What day are you referring to?,REQUEST,,
103_00013,USER,Tell me when I am free on the 11th.,INFORM,,
103_00013,SYSTEM,You are open from 6 pm to 11 pm on March 11th.,OFFER,,
103_00013,USER,That works. I need a taxi to get there.,SELECT,,
103_00013,SYSTEM,Do you prefer a shared ride and how many people are going?,REQUEST,,
103_00013,USER,A shared ride is fine and there is 1 person going.,INFORM,,
103_00013,SYSTEM,YOu want a shared ride for 1 person to the 3D Toronto sign. Is that right?,CONFIRM,,
103_00013,USER,That is right. What is the ride duration and total cost?,REQUEST,,AFFIRM
103_00013,SYSTEM,Your booking is complete and the cab is coming right now. The ride duration is 9 minutes and the bill is $9.06.,INFORM,,NOTIFY_SUCCESS
103_00013,USER,Thanks a bunch.,THANK_YOU,,
103_00013,SYSTEM,Do you need something more?,REQ_MORE,,
103_00013,USER,"No, that is all. Thanks.",NEGATE,THANK_YOU,
103_00013,SYSTEM,Have a good day.,GOODBYE,,
103_00014,USER,I want to visit some attractions,INFORM_INTENT,,
103_00014,SYSTEM,In which city?,REQUEST,,
103_00014,USER,I'd like to visit some attractions in Vegas,INFORM,,
103_00014,SYSTEM,I found a Museum: DISCOVERY Children's Museum,OFFER,,
103_00014,USER,So this is a child-friendly place?,REQUEST,,
103_00014,SYSTEM,"Yes, It's nice for kids!",INFORM,,
103_00014,USER,"Great, but I'd like more suggestions",REQUEST_ALTS,,
103_00014,SYSTEM,For example there's a Park: Floyd Lamb Park,OFFER,,
103_00014,USER,"Yes, that's good for me!",SELECT,,
103_00014,SYSTEM,Do you need anything else?,REQ_MORE,,
103_00014,USER,I want to know when I'm free on Monday next week,INFORM,INFORM_INTENT,
103_00014,SYSTEM,On March 4th you're free from 1 pm till 11 pm,OFFER,,
103_00014,USER,Very good! Thanks,SELECT,,
103_00014,SYSTEM,Do you want to add an event to the calendar?,OFFER_INTENT,,
103_00014,USER,Not now. I need a cab to get there,NEGATE_INTENT,,
103_00014,SYSTEM,How many seats on the cab?,REQUEST,,
103_00014,USER,"Only 1 seat, please",INFORM,,
103_00014,SYSTEM,Do you prefer a shared ride?,REQUEST,,
103_00014,USER,Even a shared ride is fine,INFORM,,
103_00014,SYSTEM,A cab for 1 people to Floyd Lamb Park in a shared ride. Do you confirm?,CONFIRM,,
103_00014,USER,"Yes, I confirm, thanks!",AFFIRM,,
103_00014,SYSTEM,Your ride is reserved. The cab is coming!,NOTIFY_SUCCESS,,
103_00014,USER,"Thanks a lot, It's all for now!",THANK_YOU,GOODBYE,
103_00014,SYSTEM,Have a good day!,GOODBYE,,
103_00015,USER,"Is there a performing arts venue I can visit, something without an entry fee perhaps?",INFORM,,INFORM_INTENT
103_00015,SYSTEM,Where should I look for performing arts venues?,REQUEST,,
103_00015,USER,"You should find attractions in Toronto, Canada.",INFORM,,
103_00015,SYSTEM,"In Toronto there are 2 attractions that could interest you, one performing arts venue you can see is the Harbourfront Centre.",OFFER,,INFORM_COUNT
103_00015,USER,Can you give me their phone number?,REQUEST,,
103_00015,SYSTEM,The centre can be contacted by calling 416-973-4000.,INFORM,,
103_00015,USER,Is this place child-friendly?,REQUEST,,
103_00015,SYSTEM,The Harbourfront Centre is a pretty nice place to take your kids to.,INFORM,,
103_00015,USER,"Sounds great, thanks for helping me out.",SELECT,,
103_00015,SYSTEM,May I assist you with anything else?,REQ_MORE,,
103_00015,USER,"Am I free on that day, specifically am I free on the 14th of March?",INFORM,INFORM_INTENT,
103_00015,SYSTEM,"On March 14th, you have an empty slot starting at 7:45 pm and ending at 10 pm.",OFFER,,
103_00015,USER,"Alright, sounds good.",SELECT,,
103_00015,SYSTEM,Shall I add an event to your calendar?,OFFER_INTENT,,
103_00015,USER,"Not for now, instead can I get a cab to go there?",NEGATE_INTENT,,
103_00015,SYSTEM,Would a shared ride suffice?,REQUEST,,
103_00015,USER,A shared ride would be fine by me.,INFORM,,
103_00015,SYSTEM,"Are you by yourself, or will others be riding in the same cab?",REQUEST,,
103_00015,USER,I am in a group of three people that need a ride.,INFORM,,
103_00015,SYSTEM,"You wish to hail a shared ride for 3 to the Harbourfront Centre, is that all correct?",CONFIRM,,
103_00015,USER,"On second thought, it seems one person won't make it, so make it for 2 people?",INFORM,NEGATE,
103_00015,SYSTEM,"The ride will be instead for 2, destination still is the Harbourfront Centre.",CONFIRM,,
103_00015,USER,"All correct, thanks for the help.",AFFIRM,,
103_00015,SYSTEM,"The ride has been booked, and is on route to your location.",NOTIFY_SUCCESS,,
103_00015,USER,"What was the cost of the ride, and how long will the trip take?",REQUEST,,
103_00015,SYSTEM,"The trip will take 26 minutes, the fare will cost $11.19.",INFORM,,
103_00015,USER,"Alright, thanks a lot for all your help, that will be all for now.",THANK_YOU,GOODBYE,
103_00015,SYSTEM,"No problem, have a great day and enjoy your ride!",GOODBYE,,
103_00016,USER,I want to find a historical landmark,INFORM,INFORM_INTENT,
103_00016,SYSTEM,"Sure, which location?",REQUEST,,
103_00016,USER,Chi-town,INFORM,,
103_00016,SYSTEM,How about the historical landmark called S. R. Crown Hall?,OFFER,,
103_00016,USER,Is it free?,REQUEST,,
103_00016,SYSTEM,"No, it's not free.",INFORM,,
103_00016,USER,What else is there?,REQUEST_ALTS,,
103_00016,SYSTEM,Another cool historical landmark is the picasso,OFFER,,
103_00016,USER,Is it child-friendly and free?,REQUEST,,
103_00016,SYSTEM,"Yes, its child-friendly and free.",INFORM,,
103_00016,USER,"Perfect, please tell me if I'm available wednesday next week",INFORM,INFORM_INTENT,
103_00016,SYSTEM,There's an opening at 12:45 pm until 9 pm on march 6th,OFFER,,
103_00016,USER,Nice.,SELECT,,
103_00016,SYSTEM,shall I add this to your calendar?,OFFER_INTENT,,
103_00016,USER,"No, but I'll need a cab for 2. I'm ok with doing a shared ride as well.",NEGATE_INTENT,,
103_00016,SYSTEM,Please confirm: a shared ride cab for 2 enroute to the picasso,CONFIRM,,
103_00016,USER,correct,AFFIRM,,
103_00016,SYSTEM,This ride is booked and will be there shortly,NOTIFY_SUCCESS,,
103_00016,USER,How much and how long is the ride?,REQUEST,,
103_00016,SYSTEM,The total is $21.10 and it will be a 23 minute ride,INFORM,,
103_00016,USER,"Awesome, thanks",THANK_YOU,,
103_00016,SYSTEM,May I help you with anything else?,REQ_MORE,,
103_00016,USER,"Nope, thanks for everything.",NEGATE,THANK_YOU,
103_00016,SYSTEM,Enjoy your day,GOODBYE,,
103_00017,USER,What is there to see in Chi-town? Any good Museum?,INFORM,,INFORM_INTENT
103_00017,SYSTEM,A museum? There are 10. Try the American Writers Museum.,OFFER,,INFORM_COUNT
103_00017,USER,Is it free? Can I bring the brats?,REQUEST,,
103_00017,SYSTEM,No. There's an admission fee but its child friendly.,INFORM,,
103_00017,USER,Ok. Do I have any time to see it?,INFORM_INTENT,,
103_00017,SYSTEM,On what date?,REQUEST,,
103_00017,USER,How about the 3rd of March?,INFORM,,
103_00017,SYSTEM,On March 3rd you are free from 9 am until 2 pm.,OFFER,,
103_00017,USER,Cool. Get me a taxi for three there. A shared ride is fine.,SELECT,,
103_00017,SYSTEM,3 to the American Writers Museum in a shared ride?,CONFIRM,,
103_00017,USER,Yes. How long does it take to get there?,REQUEST,AFFIRM,
103_00017,SYSTEM,About 15 minutes. The taxi is on its way here.,INFORM,NOTIFY_SUCCESS,
