dialogue_id,speaker,turn,act_1,act_2,act_3
58_00001,SYSTEM,Your tickets are booked. You will be arriving at Seattle-Tacoma International Airport.,INFORM,NOTIFY_SUCCESS,
58_00001,USER,"I'd like to find some child-friendly things to do there, like a historical spot.",INFORM,,
58_00001,SYSTEM,I found 1 option called Hole in the Rock. It is a historical landmark.,OFFER,,INFORM_COUNT
58_00001,USER,"Cool, that is all for now.",SELECT,GOODBYE,
58_00001,SYSTEM,Have a nice day.,GOODBYE,,
58_00002,USER,I am searching for a round trip flight for four people,INFORM,INFORM_INTENT,
58_00002,SYSTEM,Which place are you planning to visit?,REQUEST,,
58_00002,USER,I am planning to visit to San Fran.,INFORM,,
58_00002,SYSTEM,On which date will you be coming back and when do you plan to leave?,REQUEST,,
58_00002,USER,I am leaving on the 4th and will be getting back on 6th of March.,INFORM,,
58_00002,SYSTEM,Which place will you be leaving?,REQUEST,,
58_00002,USER,I am planning to leave from Seattle.,INFORM,,
58_00002,SYSTEM,Alaska airlines is available. Outbound flight leaves at 12 pm and return flight leaves at 2:55 pm. It will cost you $127.,OFFER,,
58_00002,USER,Are there other flights available? There are 3 people and I an planning to travel to SD.,INFORM,,REQUEST_ALTS
58_00002,SYSTEM,American Airlines is available.The outbound flight leaves at 8:15 am and retuen flight leaves at 4:10 am. The ticket will cost you $206.,OFFER,,
58_00002,USER,That sound good to me. Can you please help me in buying the tickets?,INFORM_INTENT,SELECT,
58_00002,SYSTEM,Please confirm the details: American Airlines from Seattle to San Diego on March 4th with return date as March 6th. The onward flight will leave at 8:15 am and and return flight will leaves at 4:10 am. It is an economy class with 3 number of passengers.,CONFIRM,,
58_00002,USER,Yes.That's sound. Is the ticket refundable and does the flight has one stop?,REQUEST,,AFFIRM
58_00002,SYSTEM,"The ticket is now confirmed. Unfortunately, the ticket is not refundable. It has 1 stop.",INFORM,,NOTIFY_SUCCESS
58_00002,USER,Can you please show me some attractions there?,INFORM_INTENT,,
58_00002,SYSTEM,There are 10 attractions that you can find interesting. One is Balboa Park and it is a Park.,OFFER,,INFORM_COUNT
58_00002,USER,Okay. That is Great,SELECT,,
58_00002,SYSTEM,Is there anything else I can assist you with?,REQ_MORE,,
58_00002,USER,No. That was helpful. Thanks for assistance.,NEGATE,THANK_YOU,
58_00002,SYSTEM,Enjoy!,GOODBYE,,
58_00003,USER,Can you please help me in booking a round flight for me?,INFORM_INTENT,,
58_00003,SYSTEM,Where are you planning to visit? Also from where will you be planning and on which date?,REQUEST,,
58_00003,USER,I am planning to leave on March 3rd and travelling to SF from LA.,INFORM,,
58_00003,SYSTEM,On which day will you be coming back?,REQUEST,,
58_00003,USER,I am leaving today and will be coming back on March 12th.,INFORM,,
58_00003,SYSTEM,Alaska Airlines ia available which departs at 5:50 pm. The return flight leaves at 7:10 pm and it will cost you $98.,OFFER,,
58_00003,USER,That flight is good for me.,SELECT,,
58_00003,SYSTEM,Shoud I book tickets for the same?,OFFER_INTENT,,
58_00003,USER,Yes. Please book economy class.,AFFIRM_INTENT,INFORM,
58_00003,SYSTEM,Please confirm the details: Alaska Airlines from Los Angeles to San Francisco with departure date as March 1st and return date as March 12th. The onward flight will leave at 5:50 pm and return flight will leave at 7:10 pm. It is an economy class for 1 passenger.,CONFIRM,,
58_00003,USER,Yes. When does return flight arrive?,REQUEST,AFFIRM,
58_00003,SYSTEM,The ticket is now confirmed. The return flight will arriva at 8:35 pm.,INFORM,NOTIFY_SUCCESS,
58_00003,USER,When does the onward flight arrive?,REQUEST,,
58_00003,SYSTEM,The onward flight will arrive at 7:15 pm.,INFORM,,
58_00003,USER,Thanks a lot for help. Can you please help me in finding some attractions there?,THANK_YOU,,
58_00003,SYSTEM,There are 10 attractions that you can find interesting. One is Alcatraz which is a historical landmark.,OFFER,,INFORM_COUNT
58_00003,USER,Okay great. That's all I needed for now.,SELECT,GOODBYE,
58_00003,SYSTEM,Enjoy!,GOODBYE,,
58_00004,USER,I need a round-trip flight.,INFORM_INTENT,,
58_00004,SYSTEM,"Where are you leaving from, and what is your return date?",REQUEST,,
58_00004,USER,"I'm leaving from Phoenix, AZ and want to return on the 14th.",INFORM,,
58_00004,SYSTEM,When do you plan to leave?,REQUEST,,
58_00004,USER,On the 7th of this month.,INFORM,,
58_00004,SYSTEM,Where do you want to go?,REQUEST,,
58_00004,USER,I want to fly to New York City.,INFORM,,
58_00004,SYSTEM,There is a Southwest Airlines flight for $295 that leaves at 7:05 am. The return flight leaves at 5:55 pm.,OFFER,,
58_00004,USER,"What airport does it depart from, and where does it land?",REQUEST,,
58_00004,SYSTEM,The flight departs from Sky Harbor International Airport and arrives at JFK International Airport.,INFORM,,
58_00004,USER,That sounds good. I'd like to buy an Economy ticket.,INFORM,INFORM_INTENT,SELECT
58_00004,SYSTEM,"So, to confirm: You want 1 Economy ticket for the Southwest Airlines flight from Phoenix to New York departing on March 7th at 7:05 am, and a return flight leaving on March 14th at 5:55 pm. Is that correct?",CONFIRM,,
58_00004,USER,"Yes, that's good. When does the onward flight arrive?",REQUEST,AFFIRM,
58_00004,SYSTEM,Your ticket is confirmed. The onward flight arrives at 6:40 pm.,INFORM,NOTIFY_SUCCESS,
58_00004,USER,Can you show me some attractions there?,INFORM_INTENT,,
58_00004,SYSTEM,I've found 10 attractions you might like. Check out the 92nd Street Y. It's a performing arts venue.,OFFER,,INFORM_COUNT
58_00004,USER,"Okay, great. That's all for now.",SELECT,GOODBYE,
58_00004,SYSTEM,Have a nice day.,GOODBYE,,
58_00005,USER,Can you get a round trip airline ticket for 4 for me in any class?,INFORM,,INFORM_INTENT
58_00005,SYSTEM,"Sure, what is your departure cit and arrival city, and when are you returning?",REQUEST,,
58_00005,USER,I'm going from SFO to NYC on want to come back on March 14th.,INFORM,,
58_00005,SYSTEM,When are you leaving?,REQUEST,,
58_00005,USER,On the 4th.,INFORM,,
58_00005,SYSTEM,I found an American Airlines flight the departs at 8:30 pm with a return departure time of 4:45 pm for $237.,OFFER,,
58_00005,USER,"Great, can you get me tickets?",INFORM_INTENT,SELECT,
58_00005,SYSTEM,"Sure, just to confirm, you'd like 4 economy tickets on the American Airlines flight from San Francisco to New York departing March 4th at 8:30 pm and returning March 14th at 4:45 pm?",CONFIRM,,
58_00005,USER,"Yup, sounds good to me.",AFFIRM,,
58_00005,SYSTEM,I've confirmed your reservation.,NOTIFY_SUCCESS,,
58_00005,USER,Is it refundable by the way?,REQUEST,,
58_00005,SYSTEM,"No, it isn't.",INFORM,,
58_00005,USER,What airport am I leaving from and what time am I getting back?,REQUEST,,
58_00005,SYSTEM,You'll be departing from SFO International Airport and returning back at 8:11 pm.,INFORM,,
58_00005,USER,"Thanks, can you find a historical spot for me to visit at my destination that doesn't have an entrance fee?",THANK_YOU,,
58_00005,SYSTEM,"Yes, I found 5 places you may enjoy. There's Bayonne Bridge which is a historical landmark.",OFFER,,INFORM_COUNT
58_00005,USER,Is it child friendly and what's their number?,REQUEST,,
58_00005,SYSTEM,"Yes, it's considered child friendly. They can be reached at 212-435-7000.",INFORM,,
58_00005,USER,"Great, that's all I need right now.",SELECT,GOODBYE,
58_00005,SYSTEM,Have a good day!,GOODBYE,,
58_00006,USER,Can you search for round trip flights traveling to SFO?,INFORM,INFORM_INTENT,
58_00006,SYSTEM,From where will you be leaving from?,REQUEST,,
58_00006,USER,I will be leaving from Vancouver.,INFORM,,
58_00006,SYSTEM,When do you plan to leave? When are you going to be back?,REQUEST,,
58_00006,USER,I am leaving on the 9th and coming back on the 11th.,INFORM,,
58_00006,SYSTEM,There is a Delta Airlines outbound flight leaving at 5:05 pm. The return flight leaves at 5:45 pm. This ticket costs $121.,OFFER,,
58_00006,USER,That flight sounds good.,SELECT,,
58_00006,SYSTEM,May I help with anything else?,REQ_MORE,,
58_00006,USER,Can you help buy the flight tickets? I would like 3 tickets and for us to travel Economy.,INFORM,,INFORM_INTENT
58_00006,SYSTEM,Please confirm these details: 3 Economy class tickets for the Delta Airlines flight from Vancouver to San Francisco. The departure date is March 9th and the return date is March 11th. The onward flight will eave at 5:05 pm and the return flight leaves at 5:45 pm.,CONFIRM,,
58_00006,USER,"Yes, sounds pretty good.",AFFIRM,,
58_00006,SYSTEM,Your ticket is now confirmed.,NOTIFY_SUCCESS,,
58_00006,USER,Which airport will the flight arrive at?,REQUEST,,
58_00006,SYSTEM,It will arrive at SFO International Airport.,INFORM,,
58_00006,USER,"Thank you for the help. Could you show me any attractions there, possibly something with a stadium and no entry fee?",THANK_YOU,,
58_00006,SYSTEM,There is 1 attraction that fits your preferences. You should check out Oracle Park. It is a Sports Venue.,OFFER,,INFORM_COUNT
58_00006,USER,"Is this place child-friendly? Also, what is their phone number?",REQUEST,,
58_00006,SYSTEM,"Yes, the place is nice to take your kids to. The phone number is 415-972-2000.",INFORM,,
58_00006,USER,"Okay, nice. That is all, goodbye.",SELECT,GOODBYE,
58_00006,SYSTEM,Have fun!,GOODBYE,,
58_00007,USER,Can you find me round trip flights?,INFORM_INTENT,,
58_00007,SYSTEM,When are you coming back?,REQUEST,,
58_00007,USER,I'll be back on the 9th of this month,INFORM,,
58_00007,SYSTEM,Where are you going?,REQUEST,,
58_00007,USER,I'm headed to Los Angeles,INFORM,,
58_00007,SYSTEM,Where are you leaving from?,REQUEST,,
58_00007,USER,I'll be departing from Paris,INFORM,,
58_00007,SYSTEM,When do you want to leave?,REQUEST,,
58_00007,USER,I'm leaving on the 1st of March,INFORM,,
58_00007,SYSTEM,I found 2 flights that might work. How about this American Airlines flight that leaves at 4:05 am and has a 9:40 am return flight for $349,OFFER,,
58_00007,USER,"How many stops is the flight, and what airport does it leave from?",REQUEST,,
58_00007,SYSTEM,It has 1 flight and departs from Charles de Gaulle International Airport,INFORM,,
58_00007,USER,That sounds good,SELECT,,
58_00007,SYSTEM,Should I book it then?,OFFER_INTENT,,
58_00007,USER,YEs please.,AFFIRM_INTENT,,
58_00007,SYSTEM,"Confirming your flight from Paris to Los Angeles via American Airlines that departs on March 1st and returns on March 9th. The departing flight leaves at 4:05 am and has a 9:40 am return on economy class, for 1 ticket",CONFIRM,,
58_00007,USER,Yes that's good. Is the flight refundable? And what time does the departing flight arrive?,REQUEST,,AFFIRM
58_00007,SYSTEM,"Yes it is confirmed but it is not refundable, the flight arrives at 2:15 pm",INFORM,,NOTIFY_SUCCESS
58_00007,USER,Can you show me some things to do there?,INFORM_INTENT,,
58_00007,SYSTEM,How about a nice Historical Landmark like the Angels Flight Railway?,OFFER,,
58_00007,USER,Is it child friendly and free entry?,REQUEST,,
58_00007,SYSTEM,No you have to pay and isn't very good for kids,INFORM,,
58_00007,USER,Then what other attractions do you think would be better?,REQUEST_ALTS,,
58_00007,SYSTEM,How about a museum like the Autry Museum of the American West,OFFER,,
58_00007,USER,"Okay, that's good",SELECT,,
58_00007,SYSTEM,Anything else I can do?,REQ_MORE,,
58_00007,USER,No that's all thanks,NEGATE,THANK_YOU,
58_00007,SYSTEM,Have a great one,GOODBYE,,
58_00008,USER,I need to find a round trip flight.,INFORM_INTENT,,
58_00008,SYSTEM,What are you departure and arrival cities?,REQUEST,,
58_00008,USER,Leaving from LA and going to Chicago.,INFORM,,
58_00008,SYSTEM,What is your departure and return date?,REQUEST,,
58_00008,USER,Leaving on the 7th and returning on March 14th.,INFORM,,
58_00008,SYSTEM,There is an American Airlines flight departing at 4:30 am with a return flight departing at 8:30 am for a total of $192.,OFFER,,
58_00008,USER,Sounds good. Please book.,INFORM_INTENT,SELECT,
58_00008,SYSTEM,Please confirm you want me to book 1 economy seat on the American Airlines flight departing from Chicago on March 7th at 4:30 am and going to Los Angeles then returning on March 14th at 8:30 am.,CONFIRM,,
58_00008,USER,Yes. That's right.,AFFIRM,,
58_00008,SYSTEM,Your ticket reservation was a success.,NOTIFY_SUCCESS,,
58_00008,USER,Thanks. Can you help me find some nearby attractions for my visit?,THANK_YOU,,
58_00008,SYSTEM,Angels Flight Railway is a Historical Landmark in the area.,OFFER,,
58_00008,USER,That one sounds perfect.,SELECT,,
58_00008,SYSTEM,Is there anything else I can do for you today?,REQ_MORE,,
58_00008,USER,Nope. That's all.,NEGATE,THANK_YOU,
58_00008,SYSTEM,Okay. Please enjoy your flight.,GOODBYE,,
58_00009,USER,Can you find round trip flights for me? I'd like to travel Economy leaving from San Fran.,INFORM,,INFORM_INTENT
58_00009,SYSTEM,When will you be coming back?,REQUEST,,
58_00009,USER,I would like to get back on the 12th.,INFORM,,
58_00009,SYSTEM,When and where are you leaving from and visiting?,REQUEST,,
58_00009,USER,I would like to travel to Delhi leaving Friday next week.,INFORM,,
58_00009,SYSTEM,I see 2 convenient flights including American Airlines outbound leaving 1:15 pm and returning 9:20 am for $362.,OFFER,,
58_00009,USER,Do you see other available flights for three people?,INFORM,REQUEST_ALTS,
58_00009,SYSTEM,I see 1 convenient flight with United Airlines leaving 11:55 am and returning 1:10 am for $401.,OFFER,,
58_00009,USER,The flight sounds nice. Can you assist me for buying flight tickets?,INFORM_INTENT,SELECT,
58_00009,SYSTEM,Please confirm a flight from San Francisco to Delhi with United Airlines departing March 8th and returning March 12th. The flight leaves at 11:55 am returning 1:10 am Economy class for 3 passengers.,CONFIRM,,
58_00009,USER,"Yes, that is great. Will the ticket be refundable?",REQUEST,AFFIRM,
58_00009,SYSTEM,The ticket is confirmed but unfortunately isn't refundable.,INFORM,NOTIFY_SUCCESS,
58_00009,USER,Please show me some attractions there.,INFORM_INTENT,,
58_00009,SYSTEM,Please check out Adventure Island a Theme Park.,OFFER,,
58_00009,USER,Okay that is great. See you later.,SELECT,GOODBYE,
58_00009,SYSTEM,Have a nice time!,GOODBYE,,
58_00010,USER,Could you look up some round trip flights?,INFORM_INTENT,,
58_00010,SYSTEM,Where are you planning to visit and leave from? What are the dates you would like?,REQUEST,,
58_00010,USER,I'd like to travel to Ciudad de Mexico from SFO on the 11th of March.,INFORM,,
58_00010,SYSTEM,When would you like to leave?,REQUEST,,
58_00010,USER,There'd be 3 people leaving on next Tuesday. I'd like a flight with United Airlines.,INFORM,,
58_00010,SYSTEM,I found a United Airlines flight for 1 ticket. It leaves at 9:15 am and returns at 8:45 pm. It will cost $239.,OFFER,,
58_00010,USER,Where does the flight arrive?,REQUEST,,
58_00010,SYSTEM,It arrives at Benito Juarez International Airport.,INFORM,,
58_00010,USER,When does the onward flight arrive?,REQUEST,,
58_00010,SYSTEM,It will arrives at 8:05 pm.,INFORM,,
58_00010,USER,"Okay, could you purchase the tickets for me?",INFORM_INTENT,SELECT,
58_00010,SYSTEM,"Okay, please confirm the following: you'll be leaving from San Francisco and arrive to Mexico City. The flight is with United Airlines leaving on March 5th and returns March 11th. The onward flights leaves at 9:15 am and your return flight will leave at 8:45 pm. 3 tickets with these details for Economy seating.",CONFIRM,,
58_00010,USER,Yes. I'd like that.,AFFIRM,,
58_00010,SYSTEM,"Okay, your ticket has been purchased.",NOTIFY_SUCCESS,,
58_00010,USER,"Thanks, could you find me some things to do there?",THANK_YOU,,
58_00010,SYSTEM,"There's a Nature Preserve, Acuario Inbursa.",OFFER,,
58_00010,USER,"Okay, cool. Thanks, that's it for now.",SELECT,GOODBYE,
58_00010,SYSTEM,You're welcome. Have a good day!,GOODBYE,,
58_00011,USER,I'm looking for round trip flights departing on this Sunday. I prefer Delta Airlines.,INFORM,,INFORM_INTENT
58_00011,SYSTEM,"Okay, what date are you returning and where are you traveling to?",REQUEST,,
58_00011,USER,I'm traveling from Atlanta to New York City and I want to return on the 11th.,INFORM,,
58_00011,SYSTEM,I found 1 flight for you. It is a Delta Airlines flight departing at 3:40 pm with the arriving flight departing at 11:25 am for $132.,OFFER,,
58_00011,USER,"That flight works, thanks. I need to purchase tickets for the flight.",INFORM_INTENT,SELECT,
58_00011,SYSTEM,"Okay, I have 1 ticket in economy for the flight departing from Atlanta on March 3rd at 3:40 pm on Delta Airlines to New York. The return flight departs at 11:25 am on March 11th, correct?",CONFIRM,,
58_00011,USER,"Yes, that is correct.",AFFIRM,,
58_00011,SYSTEM,I have successfully purchased the ticket.,NOTIFY_SUCCESS,,
58_00011,USER,"Okay, can you show me some attractions there?",INFORM_INTENT,,
58_00011,SYSTEM,What about the performing arts venue 92nd Street Y.,OFFER,,
58_00011,USER,"Thanks, that is all I needed.",SELECT,GOODBYE,
58_00011,SYSTEM,Have a great day.,GOODBYE,,
58_00012,USER,I want premium economy on 13th of march.,INFORM,,INFORM_INTENT
58_00012,SYSTEM,where are you headed?,REQUEST,,
58_00012,USER,I am going to atl,INFORM,,
58_00012,SYSTEM,when will you leave and where from?,REQUEST,,
58_00012,USER,I will go the 2nd of this month and going from Philadelphia,INFORM,,
58_00012,SYSTEM,american airlines has flights and there are 2 of them and leaves at 10:10 am and return leaves 3:25 pm and is $354,OFFER,,
58_00012,USER,when does the return come back?,REQUEST,,
58_00012,SYSTEM,arrives at 8:31 pm,INFORM,,
58_00012,USER,any other flights?,REQUEST_ALTS,,
58_00012,SYSTEM,united airlines leaves 4:45 am and returns 12:50 pm and is $319,OFFER,,
58_00012,USER,flight sounds great,INFORM_INTENT,SELECT,
58_00012,SYSTEM,confirm Philadelphia and goes to atlanta and is united airlines and departs march 2nd and returns march 13th and oneard leaves 4:45 am and return leaves 12:50 pm and seating is premium economy and 1 passenger,CONFIRM,,
58_00012,USER,yes that is fine,REQUEST,AFFIRM,
58_00012,SYSTEM,ticket is confirmed for 9:42 am,INFORM,NOTIFY_SUCCESS,
58_00012,USER,is it refundable?,REQUEST,,
58_00012,SYSTEM,ticket is not refundable,INFORM,,
58_00012,USER,thanks a lot,THANK_YOU,,
58_00012,SYSTEM,10 attractions there and check Atlanta Botanical Garden park,OFFER,,INFORM_COUNT
58_00012,USER,okay then thanks,SELECT,,
58_00012,SYSTEM,anything else for you?,REQ_MORE,,
58_00012,USER,no thank you,NEGATE,THANK_YOU,
58_00012,SYSTEM,enjoy it please,GOODBYE,,
58_00013,USER,Can you find me a round trip flight to San Francisco?,INFORM,INFORM_INTENT,
58_00013,SYSTEM,When did you want to return?,REQUEST,,
58_00013,USER,On the 10th of March.,INFORM,,
58_00013,SYSTEM,When and where are you leaving from?,REQUEST,,
58_00013,USER,The 5th of this month from ATL. I'd like an economy ticket.,INFORM,,
58_00013,SYSTEM,There's an American Airlines flight that leaves at 11:40 am with the return flight leaving at 2:15 pm for $270.,OFFER,,
58_00013,USER,Is it refundable?,REQUEST,,
58_00013,SYSTEM,"Sorry, it is not refundable.",INFORM,,
58_00013,USER,Are there other flights?,REQUEST_ALTS,,
58_00013,SYSTEM,Delta Airlines has one leaving at 12:50 pm with the returning flight leaving at 10:05 am for $210.,OFFER,,
58_00013,USER,When do these flights arrive?,REQUEST,,
58_00013,SYSTEM,You'll arrive in San Francisco at 3:16 pm. and arrive back home at 6:31 pm.,INFORM,,
58_00013,USER,That sounds good. Can you get me one ticket?,INFORM,INFORM_INTENT,SELECT
58_00013,SYSTEM,Please confirm: You would like 1 economy ticket on the Delta Airlines Flight from Atlanta to San Francisco leaving March 5th at 12:50 pm with the return flight on March 10th at 10:05 am.,CONFIRM,,
58_00013,USER,That sounds perfect.,AFFIRM,,
58_00013,SYSTEM,I have confirmed your ticket.,NOTIFY_SUCCESS,,
58_00013,USER,Thanks. Can you look up some attractions there?,THANK_YOU,,
58_00013,SYSTEM,"I'd recommend Alcatraz, it is a historical landmark.",OFFER,,
58_00013,USER,That sounds great.,SELECT,,
58_00013,SYSTEM,Was there anything else you needed?,REQ_MORE,,
58_00013,USER,"No, thank you. I appreciate your help.",NEGATE,THANK_YOU,
58_00013,SYSTEM,Have a great trip.,GOODBYE,,
58_00014,USER,"I need your help making a flight reservation to attend a convention. Can you help me check on some round-trip flights now, please?",INFORM_INTENT,,
58_00014,SYSTEM,I'm ready. What's the departure date and airport?,REQUEST,,
58_00014,USER,Heading out on Saturday this week from Seattle is my plan.,INFORM,,
58_00014,SYSTEM,"Okay. Now, tell me where you are going and the time you want to return, please.",REQUEST,,
58_00014,USER,I'll be on my way to Chicago and I expect to return on the 7th of this month.,INFORM,,
58_00014,SYSTEM,"All right. I'm showing 4 flight options for you, including one that American Airlines is offering, with a departure time of 4 pm and a return time of 2:50 pm for $257.",OFFER,,
58_00014,USER,Is this a straight flight or are there stops?,REQUEST,,
58_00014,SYSTEM,The flight will make 1 stop.,INFORM,,
58_00014,USER,What's the airport for the arriving flight?,REQUEST,,
58_00014,SYSTEM,The flight will arrive at O'Hare International Airport.,INFORM,,
58_00014,USER,"I think that flight is a good choice, for a purchase of three tickets, please.",INFORM,INFORM_INTENT,SELECT
58_00014,SYSTEM,"Im on it. Are you ready to confirm an Economy flight for 3 passengers on American Airlines, departing from Seattle on March 2nd at 4 pm, going to Chicago, with a return flight scheduled for March 7th at 2:50 pm?",CONFIRM,,
58_00014,USER,That's totally on point. Let's confirm it. What's the airport for the departure?,REQUEST,AFFIRM,
58_00014,SYSTEM,The tickets for your flight are confirmed for a departure from Seattle-Tacoma International Airport.,INFORM,NOTIFY_SUCCESS,
58_00014,USER,"Great. Now, the return flight will arrive when, and can I get money refunded on the tickets if I want?",REQUEST,,
58_00014,SYSTEM,"The flight for your return is scheduled to arrive at 10:03 pm, but no refund is available for the tickets.",INFORM,,
58_00014,USER,"Okay, that's fine. You're much appreciated.",THANK_YOU,,
58_00014,SYSTEM,Would you like more information?,REQ_MORE,,
58_00014,USER,"Hey, look up some fun attractions there for me, please.",INFORM_INTENT,,
58_00014,SYSTEM,The Tourist Attraction called 360 CHICAGO is one of 10 attractions available. Does that sound appealing?,OFFER,,INFORM_COUNT
58_00014,USER,"Nice, but what else can you suggest?",REQUEST_ALTS,,
58_00014,SYSTEM,"Well, a Museum attraction that's popular is at the American Writers Museum.",OFFER,,
58_00014,USER,Is it considered a friendly place for kids?,REQUEST,,
58_00014,SYSTEM,"Yes, it is a place that welcomes kids.",INFORM,,
58_00014,USER,Wonderful. I'll remember that.,SELECT,,
58_00014,SYSTEM,Do you need any more assistance at this time?,REQ_MORE,,
58_00014,USER,"Nope, that's all folks. Thanks mucho.",NEGATE,THANK_YOU,
58_00014,SYSTEM,Sure thing. Have a great time.,GOODBYE,,
58_00015,USER,I need a round trip flight.,INFORM_INTENT,,
58_00015,SYSTEM,Where are you going? When are you leaving? Where are you leaving from?,REQUEST,,
58_00015,USER,"I am leaving Atlanta, GA for New York City on the 8th.",INFORM,,
58_00015,SYSTEM,When are you coming back?,REQUEST,,
58_00015,USER,I am returning on the 14th of March.,INFORM,,
58_00015,SYSTEM,I found 4 flights starting with American Airlines flight leaving at 3:25 pm. The return flight leaves at 9:05 pm. The ticket price is $141.,OFFER,,
58_00015,USER,Is the ticket refundable? When does the return flight arrive?,REQUEST,,
58_00015,SYSTEM,The return flight arrives at 11:27 pm. The ticket is not refundable.,INFORM,,
58_00015,USER,That sounds good.,SELECT,,
58_00015,SYSTEM,Are you ready to buy tickets?,OFFER_INTENT,,
58_00015,USER,"Yes, make me a reservation.",AFFIRM_INTENT,,
58_00015,SYSTEM,"Please confirm, leaving Atlanta, GA for New York City on March 8th on American Airlines flight leaving at 3:25 pm. The return flight leaves at 9:05 pm on March 14th. The ticket is for 1 passenger in economy.",CONFIRM,,
58_00015,USER,That is perfect.,AFFIRM,,
58_00015,SYSTEM,Your ticket is reserved.,NOTIFY_SUCCESS,,
58_00015,USER,Could you find me some things to do there?,THANK_YOU,,
58_00015,SYSTEM,The Performing Arts Venue on 92nd Street Y is really cool.,OFFER,,
58_00015,USER,Sounds great.,SELECT,,
58_00015,SYSTEM,Anything else?,REQ_MORE,,
58_00015,USER,"No, thanks!",NEGATE,THANK_YOU,
58_00015,SYSTEM,Have a nice day.,GOODBYE,,
58_00016,USER,Search for round trip flights place.,INFORM_INTENT,,
58_00016,SYSTEM,Where and when are you planning on leaving?,REQUEST,,
58_00016,USER,I'm departing New York City on March 9th.,INFORM,,
58_00016,SYSTEM,When will you be back?,REQUEST,,
58_00016,USER,I'll be back on the 11th of this month.,INFORM,,
58_00016,SYSTEM,Where are you visiting?,REQUEST,,
58_00016,USER,I'm going to Vancouver.,INFORM,,
58_00016,SYSTEM,"There is a $339 Delta Airlines roundtrip. The outbound flight leaves at 7:30 am, and the return flight leaves at 3:20 am.",OFFER,,
58_00016,USER,When will I land at my destination?,REQUEST,,
58_00016,SYSTEM,1:59 pm.,INFORM,,
58_00016,USER,"Which airport does the flight arrive at, and when will my return flight arrive?",REQUEST,,
58_00016,SYSTEM,"The onward flight's destination is YVR International Airport, and the return flight will land at 6:40 pm.",INFORM,,
58_00016,USER,"Sounds good, can you buy tickets?",INFORM_INTENT,SELECT,
58_00016,SYSTEM,Confirm the following please: You're flying from New York to Vancouver with Delta Airlines. You're departing on March 9th at 7:30 am and flying back at 3:20 am on March 11th. Both flights will be in economy class for 1 passenger.,CONFIRM,,
58_00016,USER,That's perfect.,AFFIRM,,
58_00016,SYSTEM,Your ticket is booked.,NOTIFY_SUCCESS,,
58_00016,USER,I'm looking for attractions like a park.,INFORM,INFORM_INTENT,
58_00016,SYSTEM,There are 5 attractions. One park is called Bloedel Conservatory.,OFFER,,INFORM_COUNT
58_00016,USER,Any others?,REQUEST_ALTS,,
